cat,bio1,bio12,CTI_1K,ELEV_1K,EVI_mask_1,EVIM_1K,M13RB1ALT,M13RB2ALT,M13RB3ALT,M13RB7ALT,NPP_Mean_1,RELIEF_1K,SLOPE_1K,lstday,lstnight,coords.x1,coords.x2
5512,236,1027,16.008945,557,1,3069,871,2627,473,1795,6094.810059,12,1,310,291,1683167.49347777,-2190468.56389739
5513,232,1059,11.323406,679,1,3391,783,2706,441,1480,6293.09375,69,6,308,291,1688534.06034932,-2186780.70028616
5514,233,1045,12.876039,602,1,2915,912,2618,467,1788,6006.581055,48,4,309,291,1685238.59931017,-2189436.5930134
5515,230,972,14.990888,652,1,3121,820,2600,432,1592,6256.8125,30,2,308,290,1623319.83248134,-2200482.44800561
5516,231,1048,15.216341,665,1,3098,915,2740,472,1688,6003.910645,43,1,309,291,1687798.26602697,-2183619.79556609
5517,233,1059,13.342999,597,1,3537,775,2766,470,1647,5917.410156,44,3,309,291,1685243.156747,-2193287.28264758
5518,238,999,13.546654,513,1,3159,791,2587,435,1553,5610.909668,7,1,310,291,1676907.91614259,-2191175.74085723
5519,231,966,14.018976,623,1,2791,946,2554,492,1786,6020.742676,11,1,310,291,1629003.20335994,-2198090.89104214
5520,238,965,16.961786,534,1,3308,758,2615,425,1753,6091.468262,9,0,310,291,1677699.85899209,-2176918.85591961
5521,240,957,13.552366,486,1,3177,786,2557,438,1558,6579.276367,9,1,307,293,1667428.84916552,-2186988.31058012
5522,240,940,14.996213,504,1,3049,717,2376,403,1389,5934.817383,7,0,307,292,1670765.01497505,-2176990.28340553
5523,230,1111,15.055943,651,1,2648,840,2331,456,1622,5797.465332,17,1,310,291,1689078.7226479,-2201180.82540155
5524,225,1078,14.544635,792,1,2932,936,2627,501,1823,5886.380371,33,2,308,290,1695791.82867844,-2173788.41970917
5525,229,1060,11.575503,709,1,3417,751,2650,443,1546,6228.776855,63,5,308,291,1689127.2601458,-2179747.21817082
5526,230,1054,12.498335,672,1,3528,715,2676,415,1489,6311.023926,71,6,308,291,1688596.84824274,-2182974.6043755
5527,217,1596,13.30998,700,1,2923,877,2578,439,1722,5896.248535,26,2,308,290,1667025.70814748,-2307481.67828725
5528,218,1662,13.626806,706,1,2799,902,2485,513,1915,4635.892578,8,1,310,289,1677434.13776559,-2296126.66083925
5529,217,1664,13.260439,696,1,3426,735,2643,437,1527,5603.477539,14,1,308,290,1671202.03871759,-2306032.93203368
5530,219,1683,13.329249,735,1,2885,1071,2758,576,1899,23299.800781,10,1,308,290,1697568.63068595,-2286587.63726524
5531,219,1599,35.82037,710,1,2756,927,2505,491,1693,5250.277832,8,0,310,290,1686532.10007145,-2283102.35793668
5532,225,1440,14.804974,638,1,3050,810,2530,451,1573,5589.766602,6,0,310,289,1696971.34640682,-2262648.88308926
5533,225,1394,13.334081,643,1,2799,841,2427,448,1583,5622.297852,6,1,310,289,1693871.14728724,-2257490.05050462
5534,225,1420,13.171123,643,1,2955,823,2483,462,1700,5744.013672,7,1,309,290,1696035.41477944,-2259429.38104783
5535,223,1462,12.450154,672,1,2922,970,2686,498,1830,5654.111328,14,2,310,290,1688546.97996728,-2268799.04545874
5536,220,1574,12.418741,729,1,2680,1045,2634,523,2274,5362.402832,53,2,310,290,1698472.52932132,-2273571.68007317
5537,220,1671,12.22091,746,1,2892,1072,2801,560,2175,5634.555176,53,3,308,290,1705311.21842151,-2282135.76884322
5538,222,1661,12.62227,735,1,2962,1110,2922,556,2169,5230.313477,41,3,309,291,1708622.11271449,-2281785.92711296
5539,223,1496,13.069896,556,1,3460,731,2684,394,1523,6363.515625,30,3,308,290,1668077.47765709,-2323502.93635808
5540,228,1434,35.82037,636,0,-272,1219,1093,1017,476,65534,0,0,NA,NA,1717374.18427771,-2253826.97302183
5541,227,1488,35.82037,636,1,2909,882,2551,457,1541,5354.100586,6,0,310,291,1714328.36627561,-2261918.81153148
5542,225,1540,13.812233,675,1,3033,1088,2903,581,2068,28164.978516,22,1,310,291,1714174.09027604,-2266163.97707732
5543,219,1683,13.329249,735,1,2885,1071,2758,576,1899,23299.800781,10,1,308,290,1697074.139767,-2286086.6014291
5544,200,1764,13.805386,1176,1,4180,505,2636,420,1116,7049.773438,432,21,300,288,1708951.91132655,-2288355.91592329
5545,225,1664,13.706361,652,1,3123,689,2460,378,1330,5867.540039,6,0,308,289,1718779.03391634,-2284465.6286595
5546,162,1759,10.176589,1957,1,3903,445,2318,459,697,6459.651855,340,17,295,286,1706162.78655718,-2289030.93884987
5547,220,1590,13.254071,705,1,2661,858,2322,489,1689,5366.506836,8,1,310,290,1688444.78050867,-2281213.24264071
5548,217,1765,10.983268,713,1,3117,628,2333,340,1207,6794.719727,154,16,306,290,1690475.2636077,-2322703.18691126
5549,222,1607,12.32754,586,1,3081,816,2589,408,1560,6069.230957,41,4,307,290,1674722.3886869,-2321719.32344897
5550,216,1779,13.470954,684,1,3423,757,2741,390,1664,6291.226074,105,3,306,290,1677255.64719856,-2309034.1176084
5551,168,1719,18.474644,1746,1,2785,736,2246,413,1302,6352.839355,296,3,297,289,1685405.29607496,-2302619.45284012
5552,150,1775,10.694354,2194,1,3793,646,2693,413,1306,6050.640625,265,30,297,285,1685597.70581019,-2306993.6333044
5553,219,1714,14.375537,601,1,3226,753,2590,389,1438,6260.918457,33,2,306,290,1695275.31525571,-2323215.13909636
5554,215,1827,15.177647,853,1,5625,421,3558,288,941,6747.995117,282,15,302,289,1696316.36233657,-2313352.51229421
5555,201,1842,11.108956,1085,1,4206,546,2693,448,1205,6378.800781,498,41,297,287,1698789.42667814,-2307661.2677647
5556,219,1778,21.646223,666,1,5739,443,3821,246,989,5872.154297,50,2,302,289,1699793.96994595,-2313829.88748422
5557,222,1767,15.882105,730,1,3428,909,2906,501,1978,5801.962891,22,1,306,289,1712233.28577697,-2300742.03413328
5558,216,1312,18.988186,803,1,2650,840,2320,465,1650,15781.876953,12,1,309,289,1661815.8807582,-2278513.25031363
5559,217,1338,13.547922,776,1,2795,905,2529,457,1701,5337.686035,21,1,309,289,1665192.59992237,-2275716.49992981
5560,221,1421,16.853127,694,1,2465,899,2303,468,1411,4822.302734,8,0,310,290,1679117.96732757,-2270879.48460571
5561,245,923,13.68239,386,1,2880,948,2625,498,2154,6033.941895,31,1,312,292,1608687.91667746,-2248861.45697414
5562,243,936,10.089234,487,1,3046,836,2590,437,1768,6150.154297,132,19,309,292,1582187.78492604,-2269614.97705694
5563,231,1024,12.364089,644,1,3505,667,2653,339,1313,6964.405273,193,12,307,291,1595455.16273356,-2250811.42687996
5564,214,1115,12.879572,1005,1,3300,813,2710,432,1617,6710.599609,99,7,304,289,1599350.16864377,-2234414.46912727
5565,209,1118,11.063715,1072,1,3415,700,2629,367,1353,7169.614258,71,7,302,289,1597657.07554702,-2230882.73533624
5566,218,1124,10.809484,939,1,3871,591,2725,351,1200,7144.532227,219,10,303,290,1587823.66739915,-2246413.72935464
5567,241,938,13.215153,442,1,2885,893,2566,453,1835,5914.46582,45,4,311,292,1615761.39064704,-2257108.18875277
5568,244,925,12.758256,402,1,2878,835,2478,428,1902,6112.095215,34,3,311,292,1609579.73008317,-2252831.2985677
5569,229,1068,11.106784,750,1,3093,750,2511,372,1474,6697.759277,80,7,305,290,1579582.3136712,-2255303.19376392
5570,233,1032,12.741858,683,1,3293,825,2703,451,1842,6374.026367,40,3,307,290,1576653.02943709,-2268849.46986721
5571,239,960,13.124265,475,1,3104,919,2766,452,1874,6304.978027,17,1,310,291,1622018.52858879,-2241756.43799361
5572,244,929,19.953442,396,1,3264,828,2730,422,1733,6212.450195,22,1,311,292,1610724.71458471,-2246075.42708427
5573,227,1045,11.385846,762,1,3742,594,2691,328,1230,6615.423828,271,11,305,291,1604665.03566734,-2242030.16810721
5574,235,990,18.51041,570,1,3241,698,2494,394,1364,6641.098633,140,1,306,292,1604931.71027468,-2238208.13684314
5575,245,925,13.466304,391,1,3198,841,2736,408,1654,6356.721191,19,1,310,291,1609503.52839645,-2246438.66124551
5576,244,929,13.341866,395,1,3293,902,2878,440,1816,6554.622559,15,2,311,292,1608193.29114381,-2244507.69910172
5577,246,917,35.82037,355,1,3286,823,2705,454,1712,6337.470703,16,0,311,292,1606846.38149295,-2248461.64358148
5578,248,900,11.243692,340,1,2804,807,2379,442,1784,6092.543457,65,7,312,292,1603948.88937807,-2259296.31740984
5579,248,891,17.524208,316,1,2902,743,2374,383,1555,5908.458008,89,2,311,292,1602902.67593002,-2272702.38229888
5580,248,891,17.453382,336,1,2881,898,2574,462,2129,6031.342285,19,1,311,292,1598162.33462146,-2269353.20429351
5581,241,940,13.985818,478,1,3122,745,2505,397,1509,5840.508789,66,4,310,292,1592685.24882847,-2266393.78538276
5582,245,920,14.876266,416,1,2784,802,2363,422,1700,6151.070312,73,3,310,291,1586947.11948499,-2268823.08393703
5583,247,905,13.870744,366,1,3338,780,2701,413,1655,6140.071289,21,1,312,292,1597379.42943901,-2262241.53148276
5584,248,897,11.677346,345,1,3086,768,2539,388,1574,5779.883301,43,4,311,292,1600860.46581701,-2262656.4904337
5585,250,885,11.844594,294,1,3030,805,2536,406,1588,5871.022461,28,3,311,292,1601086.45890529,-2267062.88154979
5586,249,894,11.258817,345,1,2956,823,2529,408,1697,5938.802734,97,6,311,292,1601601.0768737,-2261488.98390411
5587,246,908,12.886,350,1,3028,775,2499,405,1679,5854.452148,84,5,311,292,1604139.39982815,-2260180.42002208
5588,246,911,19.134537,342,1,3338,779,2685,429,1790,6018.670898,100,1,311,293,1606750.1019043,-2259874.6565822
5589,247,909,11.774693,357,1,2749,886,2486,440,1769,5619.39209,56,4,311,292,1599478.72240321,-2259271.23060086
5590,247,901,15.779332,368,1,3202,832,2684,441,1742,5896.298828,23,1,311,292,1596214.41103427,-2266420.97756642
5591,246,914,19.723682,371,1,2960,855,2556,445,1895,6037.022461,23,1,312,292,1607334.83605669,-2255219.98197633
5592,247,903,21.598568,348,1,3327,783,2681,416,1587,5868.282227,29,1,311,292,1596446.6933946,-2265578.26262326
5593,249,892,12.835266,302,1,3277,729,2584,404,1555,6126.025391,109,5,311,292,1601372.63158471,-2260300.36895954
5594,248,899,14.085729,340,1,3021,762,2464,407,1610,5706.753906,39,2,311,291,1600225.27492839,-2264439.31904321
5595,243,930,13.016972,425,1,2802,841,2461,412,1822,6076.392578,29,1,311,292,1610392.14122753,-2251280.0801919
5596,249,890,13.739546,313,1,3046,749,2490,384,1572,5976.47168,28,2,311,291,1600788.9606633,-2266074.13218633
5597,222,1115,12.465244,838,1,3664,530,2463,325,1136,6757.529785,44,3,304,289,1595883.07764262,-2242287.87730163
5598,215,1118,14.469578,951,1,3328,852,2824,422,1674,6898.92041,45,3,304,289,1597177.23256585,-2236270.40454715
5599,219,1119,12.105842,889,1,3728,672,2779,366,1324,6884.4375,67,3,302,289,1593002.96812186,-2235320.81818064
5600,213,1118,12.564144,988,1,3213,805,2655,414,1519,6856.441406,96,7,303,289,1597803.78763828,-2233002.44245172
5601,220,1116,12.127963,846,1,3719,646,2761,344,1254,6920.389648,49,5,302,289,1593419.38574449,-2236722.32613299
5602,214,1118,13.035828,990,1,3104,905,2778,410,1572,6934.848633,44,3,303,289,1597987.62418428,-2234273.73811028
5603,213,1120,12.695791,974,1,3759,590,2662,341,1144,6895.779297,108,7,301,289,1594151.28013593,-2233757.7845501
5604,221,1111,12.209364,840,1,3463,731,2691,403,1602,6615.392578,46,2,304,289,1597486.80275143,-2240672.72705258
5605,223,1100,13.80176,826,1,3213,782,2600,420,1713,6332.667969,61,3,305,289,1597043.60118266,-2242445.92319385
5606,215,1132,11.196373,966,1,4357,450,2815,275,812,9425.032227,181,14,299,289,1589391.48923562,-2240396.39858458
5607,239,955,11.784974,525,1,2879,781,2402,407,1636,6398.196289,82,3,309,292,1599160.35607111,-2256898.15342742
5608,216,1130,10.589251,981,1,3486,699,2692,351,1276,7182.825684,142,12,302,289,1587830.59647213,-2245150.30236422
5609,220,1132,18.653694,862,1,3569,704,2688,410,1511,6523.329102,33,0,304,289,1594628.08998239,-2243737.87784577
5610,229,1046,11.737679,723,1,3180,733,2533,393,1627,6501.947266,55,4,306,290,1590609.4653761,-2251098.17036043
5611,197,1146,11.454998,1286,1,3580,658,2670,359,1219,6791.645996,115,10,302,287,1596825.15168614,-2224981.67780086
5612,194,1168,10.603357,1378,1,3459,648,2573,395,1109,6705.138672,206,12,302,287,1592671.01059611,-2226879.71806825
5613,228,1064,12.622804,731,1,3462,544,2420,299,1104,6880.804199,82,3,304,290,1590024.22080587,-2248634.80032634
5614,212,1124,11.088801,998,1,3618,630,2617,365,1228,6847.699707,92,8,301,288,1591705.56166996,-2234160.53284057
5615,189,1209,11.251416,1521,1,3826,664,2814,375,1310,6487.835938,209,18,302,287,1584918.59791917,-2234972.59265351
5616,205,1148,13.489089,1133,1,3907,468,2577,283,836,6165.963379,121,8,299,289,1587235.53792724,-2240948.78238305
5617,205,1149,9.918943,1203,1,3916,475,2566,303,911,7018.382812,224,23,301,287,1582922.12590718,-2238663.2357975
5618,203,1154,11.488767,1222,1,3675,582,2598,320,1064,6790.071777,113,5,301,287,1581585.34147779,-2236257.9613379
5619,222,1115,12.465244,838,1,3664,530,2463,325,1136,6757.529785,44,3,304,289,1595780.01814683,-2242950.8520572
5620,206,1137,11.33665,1152,1,3659,721,2827,406,1253,6914.128906,211,11,301,288,1590664.3394559,-2233153.35893171
5621,211,1122,11.267879,1037,1,3738,596,2647,353,1082,7131.563477,171,6,301,289,1593877.82205303,-2233395.45923988
5622,216,1119,11.55723,955,1,3310,781,2703,387,1389,6934.941406,106,9,302,289,1594580.81078956,-2234810.6335828
5623,207,1123,13.124265,1105,1,3521,633,2587,340,1140,6830.73291,86,6,302,288,1596422.03006515,-2230675.30130997
5624,231,1016,10.299398,741,1,3423,684,2584,374,1378,6635.53125,195,16,306,292,1604813.33549902,-2235330.73794318
5625,242,942,12.553898,435,1,3502,740,2758,384,1735,6670.34082,29,2,309,292,1607335.91074369,-2238609.43822
5626,223,1068,11.158587,806,1,3104,741,2477,389,1484,6868.603516,50,7,306,290,1603770.50972956,-2230742.32973094
5627,232,1000,16.365061,629,1,3078,816,2558,432,1606,6444.064941,87,3,307,292,1607354.44916403,-2229518.07653397
5628,246,919,12.56465,368,1,3337,948,2968,466,2066,6494.362305,20,2,310,292,1606028.0233436,-2247739.55484996
5629,245,926,12.664431,395,1,3599,775,2868,409,1632,6539.729004,33,2,310,293,1605795.49059688,-2245889.10896472
5630,225,1062,10.512525,790,1,3701,602,2654,340,1356,6726.51416,119,13,305,291,1603666.64531081,-2242018.37733965
5631,247,891,11.531099,335,1,3172,755,2562,390,1526,5743.189453,88,5,310,293,1596890.73203501,-2273643.63139516
5632,244,933,13.060839,411,1,3454,879,2921,453,1862,6680.578125,10,1,311,292,1608761.69779994,-2242379.66051159
5633,242,945,18.673254,439,1,2800,859,2471,440,1843,6091.790039,33,2,311,291,1614096.50777823,-2243739.32750929
5634,234,989,12.305414,600,1,3967,534,2704,310,1150,6940.557129,224,13,305,292,1562493.35004636,-2286326.09206634
5635,231,1025,14.806986,720,1,3114,836,2682,388,1737,6346.687012,83,4,303,291,1566146.80336245,-2277391.66344816
5636,228,1056,18.757771,757,1,3474,695,2608,412,1591,6462.243652,94,3,307,290,1566450.93912824,-2271489.97497535
5637,199,920,14.491194,1370,1,2953,1158,2953,606,2221,6314.96582,33,3,305,288,1497710.94300923,-1860062.55423067
5638,205,887,12.26672,1231,1,2886,1247,3060,622,2288,6541.236328,23,2,307,288,1475786.96493695,-1844795.79974805
5639,208,902,13.812233,1163,1,3250,914,2781,521,1485,6703.05127,11,0,304,288,1470192.31458309,-1848801.61025498
5640,190,936,18.139593,1465,1,3557,585,2478,361,1035,8059.286133,68,1,301,289,1496534.74321887,-1873750.85719847
5641,170,1017,10.371241,1819,1,3354,641,2368,442,810,10004.677734,111,15,293,287,1518007.67316069,-1852991.78398049
5642,178,999,15.611504,1629,1,3545,552,2347,395,897,6454.845215,125,5,297,287,1514400.62020673,-1864255.38045098
5643,184,962,12.473348,1593,1,3439,778,2676,486,1498,7094.802734,51,2,301,287,1508921.72735136,-1854153.18190776
5644,180,986,11.918406,1639,1,3068,908,2659,494,1575,6798.793945,37,3,300,287,1512547.71207211,-1858859.55662528
5645,205,867,12.25906,1222,1,2987,1012,2805,493,1749,7116.913574,22,2,306,289,1475934.98730445,-1832260.15200985
5646,208,860,12.421128,1171,1,3008,1084,2885,580,2057,6513.687012,20,2,307,288,1470295.25734464,-1828621.57696666
5647,193,893,13.567804,1440,1,3614,690,2655,411,1198,8047.707031,86,3,303,289,1497225.33764695,-1832809.76900421
5648,199,891,15.756308,1292,1,3526,759,2722,439,1462,8070.75293,26,1,303,288,1502589.54837173,-1819867.45192735
5649,198,876,19.45159,1324,1,3406,856,2772,497,1752,7210.282227,35,1,305,288,1493811.69726248,-1827732.76417384
5650,190,931,11.653661,1508,1,3265,877,2751,485,1563,6994.611816,71,4,302,289,1489030.23082603,-1882932.75859147
5651,209,852,22.133327,1148,1,2991,979,2739,501,1702,7214.870117,27,1,306,288,1474803.5182085,-1822106.65975042
5652,205,1147,12.411018,1104,1,4237,583,2785,448,879,6277.043457,315,19,300,290,1524065.22308664,-1927249.11168338
5653,190,1032,10.481693,1378,1,3616,651,2466,523,1131,7496.250977,171,13,299,288,1513006.49002774,-1915327.83491453
5654,202,923,13.466304,1209,1,3301,803,2604,489,1673,6871.003906,14,1,305,288,1469903.24715664,-1882059.08551051
5655,195,1041,11.752004,1284,1,3293,850,2582,598,1475,6622.013672,87,4,301,288,1511025.97315801,-1917190.62350456
5656,234,1417,15.419931,572,1,3162,819,2545,490,1400,7059.77832,33,1,307,292,1541862.28598014,-1930708.70172797
5657,239,1451,13.016972,510,1,3632,830,2862,522,1649,7278.057129,27,1,308,292,1544138.6812165,-1927384.74141886
5658,186,999,13.331356,1474,1,2804,873,2407,517,1378,7060.212891,58,5,302,287,1506390.40589243,-1912306.55497127
5659,180,987,11.494978,1618,1,2903,879,2461,534,1310,7061.280273,195,10,302,288,1503091.20745013,-1908469.63738259
5660,198,1008,12.074003,1232,1,2701,1143,2752,601,2022,5627.871094,59,5,306,289,1502007.44660125,-1926064.60153955
5661,190,941,14.258069,1423,1,3680,571,2499,376,964,7828.574707,123,4,301,289,1486434.4049925,-1920494.92673517
5662,206,1003,12.52956,1067,1,2955,981,2648,560,1883,5408.604004,38,2,306,288,1499753.26075729,-1940455.68285576
5663,202,1023,15.792717,1132,1,3150,887,2621,544,1618,6953.201172,75,3,304,289,1506224.03826204,-1937523.43477434
5664,199,976,12.017368,1216,1,2848,1007,2654,550,1881,6220.317383,28,3,306,288,1493329.44126089,-1926107.0061969
5665,208,821,12.968793,1184,1,3252,1034,2942,599,2032,6592.822266,24,1,307,289,1477245.03763491,-1810690.81486595
5666,211,792,12.261193,1123,1,3017,983,2775,486,1841,7136.266113,29,2,306,288,1479841.60340999,-1793986.23342866
5667,193,922,12.615655,1432,1,2547,1182,2751,546,2043,6141.887207,35,2,305,289,1485973.10647409,-1881020.48150459
5668,211,832,12.152758,1116,1,3615,803,2792,492,1615,7388.680664,20,3,306,288,1465156.25853487,-1814346.61910655
5669,194,967,11.324222,1404,1,3350,830,2718,481,1552,7258.257812,65,5,303,288,1504472.7542594,-1870284.29739887
5670,189,951,13.224692,1485,1,3035,821,2518,455,1460,7252.248047,45,1,303,287,1495757.62836325,-1886185.06668902
5671,210,805,12.537741,1143,1,3553,763,2710,470,1640,6863.538574,28,2,306,288,1474631.54357647,-1802453.29910119
5672,206,797,13.631751,1195,1,3135,1014,2848,565,2104,20745.802734,17,2,307,288,1498047.30625897,-1792513.9637966
5673,197,868,13.504026,1351,1,3377,833,2748,470,1630,7743.682129,55,2,303,288,1497487.24044892,-1820634.55193395
5674,201,827,12.880561,1298,1,3386,810,2710,467,1599,7527.180176,21,1,305,289,1492360.58329608,-1809913.60735252
5675,200,865,15.64089,1257,1,3119,956,2753,520,1882,7172.067871,25,1,305,287,1504042.44073642,-1809619.65994899
5676,199,871,14.295403,1300,1,3718,674,2656,439,1355,7462.452148,30,2,304,288,1501575.14648619,-1815908.40250052
5677,199,927,13.276925,1262,1,3219,901,2750,500,1673,6126.842773,15,1,306,288,1474783.28817508,-1890288.00694493
5678,195,916,11.598106,1421,1,3080,1017,2822,554,1883,6150.884766,65,4,304,288,1498105.40999358,-1855356.7400727
5679,200,893,11.661188,1331,1,2893,1107,2844,584,2093,6231.371094,48,4,305,288,1490600.07867985,-1844917.52207624
5680,195,925,13.065462,1318,1,2406,1031,2448,487,1792,6129.782715,16,1,307,288,1476367.8321922,-1906912.44422272
5681,200,919,13.576588,1230,1,3125,885,2668,478,1629,7037.335449,6,1,306,288,1468892.49010891,-1892022.39683033
5682,200,913,16.29351,1227,1,2783,849,2348,520,1655,6561.519531,9,0,306,288,1465732.11266208,-1895696.09697363
5683,199,914,13.470188,1256,1,2863,1084,2791,566,2035,6483.95166,13,1,307,288,1468898.51287876,-1899932.38039905
5684,204,907,13.157597,1255,1,2505,1356,2973,639,2283,4640.915039,25,1,308,289,1480087.56921964,-1858101.50730501
5685,202,926,14.207225,1213,1,3383,822,2705,491,1689,6376.120605,14,1,305,287,1471065.99011543,-1881163.33297068
5686,203,918,17.378326,1201,1,2769,966,2591,486,1680,6881.67334,18,0,306,288,1465589.68678351,-1881368.10573407
5687,203,911,13.700146,1207,1,2646,1154,2759,575,2050,6191.255371,24,1,307,288,1462643.25578569,-1876853.20354334
5688,203,917,13.561641,1193,1,2848,1010,2668,548,1919,6425.788574,8,2,306,288,1465425.08241793,-1878424.32642081
5689,205,919,13.703244,1192,1,2907,957,2684,464,1750,6874.626465,9,1,307,288,1470892.90818881,-1867887.05458796
5690,202,904,13.217138,1285,1,2820,1165,2887,590,2094,6155.849609,27,2,307,288,1483480.25902403,-1860095.35305174
5691,185,951,12.098162,1584,1,3258,733,2525,437,1234,7905.494629,70,5,300,288,1498427.75219598,-1877998.49222929
5692,189,960,13.357577,1473,1,2941,973,2684,518,1792,6349.863281,37,1,305,288,1494202.39478417,-1899843.09696508
5693,202,913,14.56389,1259,1,2637,1206,2883,537,2262,6058.161133,20,0,308,289,1473497.97524189,-1873432.40894918
5694,200,1011,11.167603,1192,1,3504,677,2538,422,1296,8053.808105,79,7,304,289,1537993.16718003,-1764153.67142331
5695,209,763,13.064723,1140,1,3252,796,2645,426,1583,7414.570312,66,2,307,289,1503784.11739201,-1770184.32660904
5696,212,763,13.80176,1115,1,3433,687,2582,392,1366,7705.321777,20,2,305,289,1494215.08772469,-1775938.14596492
5697,213,769,14.687191,1096,1,3274,768,2637,406,1514,7073.516113,23,2,307,289,1492090.90030216,-1777487.63483877
5698,206,975,11.118973,1128,1,2913,1014,2726,524,1793,6816.479492,104,7,306,289,1533194.40946574,-1769879.78344653
5699,205,942,12.365644,1096,1,3025,951,2682,507,1868,7097.189453,284,4,307,290,1527045.60739328,-1763026.00792213
5700,212,807,13.364688,1073,1,2752,1096,2750,564,2055,6676.932617,11,1,310,288,1514908.33552369,-1763839.03123117
5701,212,795,13.456615,1082,1,2979,897,2626,464,1770,6917.89502,76,4,309,288,1512012.5652312,-1766082.19581303
5702,205,815,11.456452,1200,1,3137,814,2584,455,1713,6959.241699,102,5,307,289,1514063.43745059,-1774252.49920204
5703,192,940,12.64691,1392,1,2678,1044,2618,522,1619,6249.489746,106,2,306,289,1484321.31571966,-1906330.79704726
5704,194,871,10.068258,1454,1,3597,606,2534,370,1146,7643.978516,303,19,304,289,1518540.32368185,-1780723.94830036
5705,206,899,12.472698,1100,1,2977,941,2682,475,1787,7238.040527,32,4,306,288,1521808.87925232,-1783632.67805943
5706,206,940,11.719399,1116,1,3316,796,2669,433,1482,7538.004883,66,8,306,288,1529899.50272244,-1772715.99890891
5707,188,941,10.523416,1617,1,3506,579,2442,368,1046,7884.294922,302,24,302,290,1523462.67821467,-1773333.44286386
5708,203,961,17.852079,1113,1,3289,828,2650,487,1607,7572.405762,42,1,306,288,1530574.05700533,-1779732.43833537
5709,199,995,13.360878,1153,1,3147,901,2705,504,1741,7136.979492,28,3,305,288,1534469.36709087,-1781920.93252722
5710,201,975,11.764003,1156,1,3302,834,2667,481,1589,7490.156738,46,4,306,288,1532803.88581719,-1780950.6223089
5711,203,950,13.86453,1125,1,2828,982,2618,507,1751,7090.876953,122,1,306,288,1527630.76310979,-1785575.91533087
5712,189,962,12.882062,1477,1,2907,904,2535,489,1514,6811.802734,56,1,305,288,1494159.80712083,-1904623.65846427
5713,208,925,11.942928,1096,1,2876,982,2701,471,1802,7486.669434,49,3,306,289,1526894.55905644,-1774691.68019631
5714,202,796,12.192744,1233,1,3393,657,2454,411,1399,7650.458008,182,9,306,289,1504570.44712013,-1787262.62774851
5715,211,784,14.669785,1098,1,2769,1149,2871,545,2136,6614.585449,31,2,308,290,1503585.71989971,-1777423.93077323
5716,212,778,13.147119,1112,1,2788,1089,2766,539,2040,6714.54834,66,2,308,289,1498037.53489798,-1779768.98069013
5717,208,780,13.260241,1162,1,3313,776,2597,460,1570,7339.871582,27,2,307,289,1494456.94209164,-1786571.62875091
5718,210,783,15.923201,1136,1,3042,935,2719,484,1887,6761.544922,25,1,307,288,1476968.70528828,-1790429.36159607
5719,212,778,12.88344,1126,1,2863,1040,2777,497,2110,6786.536133,26,2,308,289,1483432.08130424,-1785115.0318857
5720,211,773,13.010097,1145,1,3224,897,2701,523,1942,6904.175293,26,1,307,289,1477444.75176192,-1783438.03644607
5721,198,1007,13.721502,1194,1,3198,795,2563,466,1542,7335.760254,109,5,305,288,1535511.46319385,-1783279.48682901
5722,186,965,14.608568,1503,1,2572,1008,2497,527,1668,37119.53125,47,4,305,288,1496318.7422413,-1903438.2372835
5723,210,971,12.701856,1063,1,2677,1106,2745,521,2261,7402.958496,57,3,307,289,1532503.94378784,-1759094.69141184
5724,209,1002,14.045824,1062,1,3005,956,2701,508,1857,7072.456055,26,2,308,288,1536735.86937361,-1760917.85164575
5725,206,909,15.243624,1089,1,3178,916,2726,511,1857,7572.518066,30,3,306,288,1522303.45158127,-1783587.95778186
5726,176,992,11.497146,1729,1,3416,766,2547,547,1377,7071.624023,118,10,303,287,1503288.6353455,-1910317.31810533
5727,205,917,14.159451,1203,1,3351,988,2949,553,1930,6550.094727,13,0,307,288,1472688.88822411,-1865331.7668729
5728,183,968,12.612645,1608,1,3547,543,2375,358,933,7283.561035,95,6,299,287,1501432.14197172,-1885137.42279946
5729,178,994,12.064336,1629,1,3359,474,2104,401,693,9459.832031,131,5,295,287,1508591.0694948,-1887997.74688918
5730,188,1035,11.21952,1459,1,4340,659,2922,532,1020,8701.701172,235,19,299,287,1518485.48672774,-1878798.26428243
5731,183,971,11.609739,1573,1,3524,574,2415,362,932,4809.816895,67,9,299,287,1502772.25981965,-1885902.45647532
5732,204,910,16.230429,1241,1,2536,1344,2969,631,2350,5361.743164,34,1,308,288,1478530.56125961,-1860065.96092727
5733,180,991,12.56981,1646,1,3639,517,2430,331,846,7774.310059,111,8,297,288,1511945.34453177,-1871932.71689534
5734,194,944,12.376963,1408,1,3258,943,2784,553,1817,6314.621582,67,6,304,288,1501478.65095634,-1866997.71750005
5735,181,991,12.038595,1596,1,3690,525,2424,360,857,4882.941895,90,9,296,287,1513085.60164473,-1862088.09557342
5736,200,912,14.245934,1340,1,2894,1110,2836,594,2086,39292.96875,59,3,305,288,1495239.57502768,-1856283.29725999
5737,185,962,11.413594,1572,1,3626,660,2614,407,1263,7713.344727,169,5,302,288,1510350.50001726,-1847585.93724979
5738,199,868,13.017665,1338,1,3160,944,2747,538,1810,7053.521484,83,4,305,289,1488895.72019514,-1830852.19122795
